name,address,datetime,temp,feelslike,humidity,windspeed,solarradiation,stations
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-01-30,44.8,41.3,72.28,18.5,46.1,"AV031,72793024233,KSEA,72793524234,72793494248,KRNT"
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-01-31,41.5,37,75.68,12.2,84.1,"F5376,AV031,KSEA,72793494248,KRNT"
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-02-01,39.1,37,76.7,7.9,145.1,"AV031,KSEA,72793494248,KRNT"
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-02-02,38.2,34.8,83.34,10,60.3,"AV031,KSEA,KBFI,72793494248,KRNT"
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-02-03,44.8,41,86.1,12.1,70.6,"AV031,KSEA,KBFI,KRNT"
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-02-04,44.7,39.4,82.46,22.4,52.3,"AV031,KSEA,KBFI,KRNT"
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-02-05,43.9,41.7,85.36,8.5,80,"AV031,KSEA,KBFI,F9061,KRNT"
SEATTLE,"16600 West Valley Highway SEATTLE,WA 98188",2022-02-06,41.2,39.4,88.62,7.5,190.6,"AV031,KSEA,KBFI,KRNT"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-01-30,19.4,12.5,69.74,14.5,147.3,"72530594892,E0491,KARR,74465504808,72530094846,KDPA,F8693"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-01-31,24.5,17.7,70.68,16.8,184.5,"72530594892,E0491,KARR,KDPA,F8693"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-02-01,35.6,27.5,70.85,19.1,95.4,"72530594892,KARR,KDPA,F8693"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-02-02,19.8,6.1,71.38,19.1,63.2,"72530594892,E0491,KARR,KORD,KDPA,F8693"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-02-03,17.7,3,68.67,19.4,71.2,"E0491,F0906,KARR,KORD,KJOT,KDPA,F8693"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-02-04,14.2,3.2,70.6,22.8,172.3,"KARR,KORD,KJOT,KDPA,F8693"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-02-05,9.8,-3.3,67.37,19.1,175.3,"F0906,KARR,KORD,KDPA,F8693"
NAPERVILLE,"2012 Corporate Lane Suite 136 NAPERVILLE,IL 60563",2022-02-06,22.9,11.5,69.59,14.3,164.3,"F0906,KARR,KORD,KDPA,F8693"
KENT,"4365 Mogadore KENT,OH 44240",2022-01-30,15.2,12.5,69.37,7.5,77.6,"72430314813,72525300380,F5810,F1425,KAKR,KPOV,72521014895"
KENT,"4365 Mogadore KENT,OH 44240",2022-01-31,18,16.9,63.26,5.4,136.6,"72430314813,F1425,KAKR,KPOV"
KENT,"4365 Mogadore KENT,OH 44240",2022-02-01,35.5,31.1,48.73,14.9,134.2,"72430314813,F1425,KAKR,KPOV"
KENT,"4365 Mogadore KENT,OH 44240",2022-02-02,40.7,35.7,63.91,11.7,43.2,"72430314813,KCAK,F5810,F1425,KAKR,KPOV"
KENT,"4365 Mogadore KENT,OH 44240",2022-02-03,27.6,17.3,80.68,18.5,15.3,"KCAK,F5810,F1425,KAKR,KPOV"
KENT,"4365 Mogadore KENT,OH 44240",2022-02-04,21.4,10.8,75.29,12.7,20.9,"KCAK,F5810,F1425,KAKR,KPOV"
KENT,"4365 Mogadore KENT,OH 44240",2022-02-05,16.6,10.5,70.38,7.5,67.4,"KCAK,F5810,F1425,KAKR,KPOV"
KENT,"4365 Mogadore KENT,OH 44240",2022-02-06,23.4,16.3,66.15,9.7,158.1,"KCAK,F1425,KAKR,KPOV"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-01-30,43.4,40.3,39.48,10.3,332.2,"LWQF1,KDAB,0104W,KDED,74787012834,E9392"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-01-31,51.7,50.2,59.49,10.3,303.7,"LWQF1,KDAB,0104W,KDED,74787012834"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-02-01,55.8,55.7,68.51,10.3,276.8,"F3022,LWQF1,KDAB,0104W,KDED,74787012834"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-02-02,62,62,73.11,18.3,290.7,"KFIN,LWQF1,KDAB,0104W,KDED,74787012834"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-02-03,68.4,68.4,73.24,15,262.3,"KFIN,LWQF1,KSFB,KDAB,0104W,KDED,E9392"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-02-04,72.6,72.9,74.42,13.9,306.8,"KFIN,LWQF1,KDAB,0104W,KDED,E9392"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-02-05,58.5,58.5,82.65,17.1,65.3,"KFIN,LWQF1,KDAB,0104W,KDED,E9392"
DAYTONA BEACH,"1039 Mason Avenue DAYTONA BEACH,FL 32117",2022-02-06,58.3,58.3,92.05,12.7,109.7,"KFIN,LWQF1,KSFB,KDAB,0104W,KDED"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-01-30,15.7,13.5,77.93,5.8,53.1,"72537094847,72537614853,MIDRF,KARB,72537494889,F8857"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-01-31,15.5,11.5,74.79,10.3,178.8,"72537614853,MIDRF,KARB,72537494889,F8857"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-02-01,32.2,25.9,70.74,16.1,178.5,"72537614853,KARB,72537494889,F8857"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-02-02,32,25.8,90.42,17.2,15.5,"72537614853,KARB,KYIP,72537494889,F8857,KDTW"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-02-03,19,5.4,76.47,18.3,23.6,"MIDRF,KARB,KYIP,F8857,KDTW"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-02-04,12.4,2.2,72.52,13.9,57.9,"MIDRF,KARB,KYIP,F8857,KDTW"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-02-05,13.1,7,81.91,12.7,50.9,"MIDRF,KARB,KYIP,F8857,KDTW"
ANN ARBOR,"670 Airport Boulevard ANN ARBOR,MI 48108",2022-02-06,18.3,7.4,74.31,13.9,157.5,"MIDRF,KARB,KYIP,F8857,KDTW"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-01-30,21.5,14.3,68.12,15.8,228.2,"TT325,KBOI,KEUL,C9009,99999904127,KMAN,72681394195,72681024131"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-01-31,29.4,23.8,60.47,15.8,221.2,"TT325,KBOI,C9009,KMAN,72681024131"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-02-01,26.9,22.3,68.88,9,121.4,"TT325,KBOI,LDP,C9009,KMAN,72681024131"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-02-02,27.3,23.3,63.16,12.4,212.9,"TT325,KBOI,KEUL,C9009,KMAN,72681024131"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-02-03,28.6,23.9,64.73,11,160.9,"TT325,KBOI,KEUL,C9009,KMAN"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-02-04,28.1,22,67.83,22.4,209.2,"TT325,KBOI,KEUL,BOII,C9009,KMAN"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-02-05,27.7,25,75.04,22.4,252.3,"TT325,KBOI,KEUL,C9009,KMAN"
BOISE,"962 South Allante Place BOISE,ID 83709",2022-02-06,30.1,24.8,73.97,11.8,244.7,"TT325,KBOI,KEUL,C9009,KMAN"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-01-30,32.1,25.6,35.36,11.4,80,"74531093065,F6348,KAFF,C8796,72466093037,KCOS"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-01-31,40.5,36.4,19.77,24.2,94.8,"74531093065,F6348,KAFF,C8796,KCOS"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-02-01,25.5,16.2,56.51,21.5,149.2,"74531093065,F6348,KAFF,C8796,AV694,72466093037,KCOS"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-02-02,8.8,-3.8,79.59,14.6,60.9,"74531093065,F6348,KAFF,C8796,KFCS,F7076,KCOS"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-02-03,2.8,-4.7,73.48,11.1,138.2,"KAFF,C8796,AV694,KFCS,F7076,KCWN,KCOS"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-02-04,14.9,4.8,54.85,11.4,128.3,"F6348,KAFF,C8796,KFCS,KCWN,KCOS"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-02-05,34.3,26.6,36.91,16,75.7,"KAFF,C8796,KFCS,KCOS"
COLORADO SPRINGS,"3109 North El Paso Street COLORADO SPRINGS,CO 80907",2022-02-06,28,19.4,58.61,22.2,123,"KAFF,C8796,KFCS,F7076,KCWN,KCOS"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-01-30,29.5,21.7,58.67,12.4,255.5,"72422093820,72045600146,KLEX,AV666,99999963838"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-01-31,30.5,28.2,70.2,5.5,246.9,"72422093820,KLEX,AV666,99999963838"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-02-01,44.7,40.9,47.54,18.8,258.5,"72422093820,KLEX,AV666,99999963838"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-02-02,45.2,40.1,75.37,14.5,44.3,"72422093820,KIOB,KLEX,KFFT,AV666,99999963838"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-02-03,36.1,28.7,93.07,16.1,25,"KIOB,KLEX,KFFT,AV666"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-02-04,23.4,14.3,87.63,14.8,95.1,"KIOB,KLEX,KFFT,AV666"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-02-05,19.9,14.1,80,12.1,239,"KIOB,KLEX,KFFT,AV666"
LEXINGTON,"1183 C Brock McVey Drive LEXINGTON,KY 40509",2022-02-06,28.7,23.7,74.08,11.6,267.3,"KIOB,KLEX,KFFT,AV666"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-01-30,47.4,46.6,71.78,5.8,276.6,"72493023230,74516023202,KCCR,72495023254,C3884"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-01-31,49.4,48.4,76.08,5.8,194.4,"72493023230,KCCR,72495023254,KAPC,C3884,PLEC1"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-02-01,48.1,46.6,53.96,18.3,257.5,"72493023230,KCCR,E6179,72495023254,C3884,PLEC1"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-02-02,52.7,51.5,33.86,22.4,249.1,"72493023230,KCCR,CI170,72495023254,KSUU,C3884,KOAK,PLEC1"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-02-03,48.1,47.3,54.64,8.1,253.8,"KCCR,KSUU,C3884,KOAK,PLEC1"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-02-04,47.5,47.1,66.55,9.2,257,"KCCR,E6179,KAPC,KSUU,C3884,KOAK"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-02-05,50,49.1,63.85,4.7,240.4,"KCCR,KAPC,KSUU,C3884,KOAK,PLEC1"
CONCORD,"1340 Galaxy Way Suite L CONCORD,CA 94520",2022-02-06,49.8,49.3,65.66,6.9,260.4,"KCCR,E6179,KAPC,KSUU,C3884,KOAK,PLEC1"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-01-30,14.9,2.6,41.71,17.2,166.2,"KPVD,99999954796,72505464710,F2973,72507014765,E7318"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-01-31,16.1,11.5,58.43,5.8,159.1,"KPVD,72505464710,F2973,72507014765,E7318"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-02-01,23.8,16.8,71.89,12.7,114.2,"KPVD,99999954796,72505464710,72507014765,E7318,KSFZ"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-02-02,36,34.7,78.5,5.8,123.3,"KPVD,72505464710,KUUU,F2973,72507014765,E7318,KSFZ"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-02-03,40.2,37.5,96.8,8,72.9,"KPVD,KUUU,E7318,KSFZ"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-02-04,38.4,31.2,94.29,19.6,29.3,"KPVD,KTAN,KEWB,KUUU,E7318,KSFZ"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-02-05,23.6,12.8,70.16,16.1,91.3,"KPVD,KTAN,KEWB,F2973,E7318,KSFZ"
WARWICK,"65 Access Road WARWICK,RI 2886",2022-02-06,20.1,12.6,64.44,11.4,105.9,"KPVD,KTAN,F2973,E7318,KSFZ"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-01-30,24.9,22,53.65,10.1,193.3,"C0630,AS694,72401013740,72049800153,KOFP,TT281,72308493775"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-01-31,31.7,30.5,65.02,6,276.8,"C0630,TT216,AS694,72401013740,KOFP,72308493775"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-02-01,33.2,31.2,66.82,5.7,334,"C0630,TT215,AS694,72401013740,KOFP,72308493775"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-02-02,38.3,37.9,74.85,5.6,306.8,"C0630,KRIC,KFCI,AS694,72401013740,KOFP,TT281,72308493775"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-02-03,52.1,51.9,89.42,13,57.7,"C0630,KRIC,KFCI,F2053,KOFP,TT281"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-02-04,56.5,55.3,86.67,21.3,30.8,"C0630,KRIC,KFCI,KOFP,TT281,AS799"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-02-05,33.9,29,55.05,16,350.6,"C0630,KRIC,KFCI,AS694,FAPV2,KOFP"
HENRICO,"2836 East Parham Road HENRICO,VA 23228",2022-02-06,30.5,28.3,53.92,7.5,348.2,"C0630,KRIC,KFCI,AS694,FAPV2,KOFP"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-01-30,15.7,3.9,47.74,21.3,160.7,"KDXR,72503794745,F8740,KHPN,74486454787"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-01-31,18.8,13.5,51.77,7.6,145.8,"72503794745,F8740,F7223,KHPN,74486454787"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-02-01,25.8,19.4,58.22,11.3,154,"72503794745,F8740,F7223,KHPN,74486454787"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-02-02,36.3,34.1,80.97,6.8,131.4,"KDXR,72503794745,KFRG,F8740,F7223,KHPN,74486454787"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-02-03,40.5,39.3,94.55,7.6,65.5,"KDXR,KFRG,F8740,KHPN"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-02-04,36.2,28.8,87.4,16.5,36.9,"KDXR,KFRG,F8740,KHPN"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-02-05,22.1,10.1,67.66,20.6,96.6,"KDXR,KFRG,F8740,KHPN"
STAMFORD,"330 Fairfield Avenue STAMFORD,CT 6902",2022-02-06,19.7,13.4,63.03,11.8,78.8,"KDXR,KFRG,F8740,KHPN"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-01-30,18.2,10,69.13,14.3,168.1,"D4810,KSTP,72658414927,72657594960,72658014922,KMIC"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-01-31,20.5,8.7,75.76,17.4,171,"D4810,KSTP,72658414927,KMIC"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-02-01,19.3,4.4,65.45,23.3,190.5,"D4810,KSTP,72658414927,HPN21,KMIC"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-02-02,1.5,-15.5,59.2,17.1,239.9,"D4810,KSTP,72658414927,KMSP,KMIC"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-02-03,-2.5,-7.6,56.38,8.6,263.7,"D4810,KSTP,KMSP,KMIC"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-02-04,2.5,-9.5,63.83,14.9,184.5,"D4810,KSTP,KMSP,KMIC"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-02-05,10.2,-1.3,66.28,17.5,82.3,"D4810,KSTP,HPN21,KMSP,KMIC"
SAINT PAUL,"3764 North Dunlap Avenue SAINT PAUL,MN 55112",2022-02-06,16.4,7.6,75.11,17.8,50.1,"D4810,KSTP,HPN21,KMSP,KMIC"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-01-30,25,18.6,64.41,13.4,101.2,"72532014842,72439754831,MASI2,KC75,F1256,C5521,F7405,A0001704868,KPIA"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-01-31,28.4,22.3,62.58,16.8,103.3,"72532014842,MASI2,KC75,C5521,F7405,A0001704868,KPIA"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-02-01,37.4,30.9,69.93,12.8,44.9,"72532014842,MASI2,KC75,C5521,F7405,A0001704868,KPIA"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-02-02,18.2,5.6,75.7,16.4,41.9,"72532014842,KBMI,MASI2,KC75,C5521,F7405,A0001704868,KPIA"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-02-03,15,2.3,66.57,13,59.4,"KBMI,MASI2,KC75,C5521,F7405,KPIA"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-02-04,13.3,3.2,64.94,16,115.2,"KBMI,MASI2,KC75,C5521,F7405,KPIA"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-02-05,8.4,-3.2,69.49,17,117.1,"KBMI,MASI2,KC75,C5521,F7405,KPIA"
PEORIA,"7718 North Harker Drive PEORIA,IL 61615",2022-02-06,24.3,14.4,70.38,16.1,112.6,"KBMI,MASI2,KC75,C5521,KPIA"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-01-30,26.4,23.2,63.78,10.5,183.9,"D5657,72521753855,72224963887,KHAO,E4634,72429793812"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-01-31,27.3,26.8,70.37,5.8,178.3,"D5657,72521753855,KHAO,E4634,72429793812"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-02-01,40.5,39.6,61.07,12.4,161.3,"D5657,72521753855,KHAO,E4634,72429793812"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-02-02,42.7,40.7,81.32,8.7,36.3,"D5657,KI69,72521753855,KLUK,E9434,KHAO,E4634,72429793812"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-02-03,28.9,19.5,88.83,14.2,18.3,"D5657,KI69,F7513,KLUK,KHAO,E4634,KI67"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-02-04,20.5,12.4,81.63,11.3,69.7,"D5657,F7513,KLUK,KHAO,E4634,KI67"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-02-05,18.5,13.4,74.58,13,213.1,"D5657,KLUK,KHAO,E4634,KI67"
CINCINNATI,"11565 Rockfield Court CINCINNATI,OH 45241",2022-02-06,24,22.5,74.92,7.1,263.9,"D5657,KLUK,KHAO,E4634,KI67"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-01-30,16.3,5.5,50.09,21.7,149.6,"F8866,TT587,72505004781,KISP,72501654790,KHWV"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-01-31,19.5,16.5,59.21,6.7,143.7,"F8866,TT587,72505004781,KISP,72501654790"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-02-01,26.5,19.4,72.92,11.3,172.2,"F8866,TT587,72505004781,KISP,72501654790,KHWV"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-02-02,36.8,33.5,91.47,7,110.4,"F8866,TT587,KFRG,72505004781,KISP,72501654790,KHWV"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-02-03,42.9,39.8,98.33,10.5,61.2,"F8866,TT587,KFRG,KISP,KHWV"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-02-04,40.4,33.4,96.72,19.5,26.8,"F8866,TT587,KFRG,KISP,KHWV"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-02-05,24.8,12.2,65.41,21.7,129.2,"F8866,TT587,KFRG,F7551,KISP,KHWV"
HOLBROOK,"101 10 Colin Drive HOLBROOK,NY 11741",2022-02-06,23.1,16.5,60.73,11.3,164.5,"F8866,TT587,KFRG,KISP,KHWV"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-01-30,55.3,54.2,30.86,9.9,194.1,"C2683,KDAL,72259003927,72259903971,72258013960"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-01-31,57.3,56.9,62.58,18.3,165.5,"C2683,KDAL,72259003927,72258013960"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-02-01,61.1,61.1,73.52,13.9,123.8,"C2683,KDAL,72259003927,72258013960"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-02-02,44.4,38.8,83.77,18.8,39.5,"C2683,KDAL,72259003927,KDFW,KRBD,72258013960"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-02-03,23.6,10.4,83.41,20,32.9,"C2683,KDAL,KDFW,KRBD"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-02-04,26.6,16,69.8,15.7,157.8,"1132W,C2683,KDAL,KDFW,KRBD"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-02-05,34.2,31,58.47,10.1,279.9,"1132W,C2683,KDAL,KDFW,KRBD"
CARROLLTON,"3361 Boyington Suite 240 CARROLLTON,TX 75006",2022-02-06,42,39.2,50.42,11.2,240.3,"1132W,C2683,KDAL,KDFW,KRBD"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-01-30,16.9,10.1,75.41,9.3,92,"KCLE,72521404849,72524014820,72524504853,D5616"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-01-31,18.8,15,77,9.3,257.3,"KCLE,72524014820,72524504853,D5616"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-02-01,36.5,28.2,51.9,18.3,258.2,"KCLE,72524014820,72524504853,D5616"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-02-02,40.3,33,69.65,17.9,41.2,"KLPR,KCLE,72524014820,72524504853,KBKL,D5616"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-02-03,25.1,10.6,87.32,28.3,38.6,"KLPR,KCLE,KBKL,D5616"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-02-04,19.6,7.4,81.54,22.2,120.6,"KLPR,KCLE,F8255,KBKL,D5616"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-02-05,16.5,9,75.86,9.6,222.7,"KLPR,KCLE,KBKL,D5616"
WESTLAKE,"29300 Clemens Road WESTLAKE,OH 44145",2022-02-06,24.8,13.3,64.61,18.8,281.7,"KLPR,KCLE,KBKL,D5616"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-01-30,52.4,51.3,46.69,11.6,330.6,"72392623136,SE142,72392793110,KOXR,ER,KCMA"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-01-31,50.4,50,68.44,8.7,215.8,"72392623136,SE142,KOXR,ER,KCMA"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-02-01,52.9,52.4,75.23,11.4,307.9,"72392623136,SE142,KOXR,ER,KCMA"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-02-02,54.2,53.2,30.57,27.7,311.4,"KNTD,72392623136,SE142,KOXR,ER,KCMA"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-02-03,53.6,52.4,32.79,11.5,253.4,"KNTD,SE142,KOXR,ER,KCMA"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-02-04,60.1,60.1,20.59,26.1,296,"KNTD,SE142,KOXR,ER,KCMA"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-02-05,58.9,58.7,26.16,22.4,284.6,"KNTD,SE142,KOXR,ER,KCMA"
OXNARD,"701 Del Norte Boulevard Suite 225 OXNARD,CA 93030",2022-02-06,62.6,62.3,26.93,13.7,269.7,"KNTD,SE142,KOXR,ER,KCMA"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-01-30,15,7.8,65.81,8.8,26,"KAGC,72512464705,72520514762,E1454,72520094823,F8827"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-01-31,22.3,17.4,65.19,6.9,124.3,"KAGC,72512464705,72520514762,E1454"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-02-01,32.3,25.5,53.68,12.3,164.6,"KAGC,72512464705,72520514762,E1454"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-02-02,38.8,33.9,58.84,11.2,97.2,"KBTP,KAGC,72512464705,KPIT,72520514762,E1454,72520094823,0495W"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-02-03,35,28.4,95.16,12.5,30.3,"KBTP,KAGC,E7897,KPIT,E1454,KAFJ"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-02-04,24.2,15.3,88.63,13.2,12.3,"KAGC,KPIT,E1454,C9002,KAFJ,F8827"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-02-05,16.4,8.5,80.35,13.5,22.5,"KAGC,KPIT,E1454,KAFJ,F8827"
PITTSBURGH,"1909 New Texas Road PITTSBURGH,PA 15239",2022-02-06,21.6,16.1,74.88,10.2,109,"KAGC,KPIT,E1454,KAFJ"
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-01-30,34.5,30.9,49.06,9.2,113.6,"72365623049,K0E0,SN001,72072499999,72365023050,KABQ,NMC05,F3713"
