name,address,datetime,temp,feelslike,humidity,windspeed,solarradiation,stations
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-01-31,37.9,36.2,47.03,7,315.6,"K0E0,72365023050,KABQ,D1490,F3713"
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-02-01,40.6,37.8,29.59,11.4,139.2,"TJRN5,K0E0,72365023050,KABQ,F3713"
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-02-02,28.2,15.4,72.5,32.3,86,"K0E0,SN001,72365023050,KABQ,NMC05,KSAF,F3713"
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-02-03,17,8.6,67.67,28,260.9,"K0E0,SN001,KABQ,D1490,KSAF,F3713"
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-02-04,19.6,13.4,64.65,9.2,298.4,"K0E0,SN001,KABQ,KSAF,F3713"
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-02-05,24.9,20.9,59.09,6.9,305.2,"K0E0,SN001,KABQ,KSAF,F3713"
ALBUQUERQUE,"2400 Midtown N E ALBUQUERQUE,NM 87107",2022-02-06,30.1,22.9,56.03,21.3,211,"K0E0,SN001,KABQ,KSAF,F3713"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-01-30,36.7,35.1,44.71,16,175.7,"72310503858,RCEDV,KCUB,RCRIC,72310013883,72310453867,KCAE"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-01-31,42.5,42.2,61.51,7.3,186.7,"1176W,RCEDV,72310013883,72310453867,KCAE"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-02-01,43.7,42.6,60.71,8.7,370.8,"1176W,KCUB,72310013883,72310453867,KCAE"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-02-02,49.3,48.9,60.1,8.1,277.5,"1176W,KCUB,KMMT,72310013883,72310453867,KCAE"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-02-03,63.7,63.7,75.49,20.5,222.9,"1176W,KCUB,KMMT,KCAE"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-02-04,62.8,62.8,86.37,16.9,49.1,"1176W,KCUB,KMMT,KCAE"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-02-05,45.2,41.4,51.04,18.6,396,"1176W,KCUB,KMMT,KCAE"
COLUMBIA,"500 Rivermont Drive Suite W COLUMBIA,SC 29210",2022-02-06,39.8,35.2,46.79,12.8,308.6,"1176W,KCUB,KMMT,KCAE"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-01-30,54.8,54.4,29.51,11.9,416.4,"KTUS,QPSA3,KDMA,72274523109,99999953131"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-01-31,51.4,50.3,34.34,9.2,350.2,"AZM01,QPSA3,KDMA,72274523109,99999953131"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-02-01,52.6,51.3,31.02,9.8,172.9,"KTUS,AZM01,QPSA3,KDMA,72274523109,99999953131"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-02-02,50.9,50.1,25.79,22.4,256.1,"KAVQ,F3706,KTUS,AZM01,QPSA3,KDMA,72274523109"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-02-03,39.2,36,22.57,11,367.5,"KAVQ,F3706,KTUS,AZM01,KDMA"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-02-04,44.5,41.6,21.45,22.4,375.5,"KAVQ,F3706,KTUS,AZM01,KDMA"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-02-05,50,45.9,16.8,22.4,378.1,"KAVQ,F3706,KTUS,AZM01,KDMA"
TUCSON,"2425 North Huachuca Suite 151 TUCSON,AZ 85745",2022-02-06,50.3,48.9,23.14,12.8,378.6,"KAVQ,F3706,KTUS,AZM01,KDMA"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-01-30,35,29.4,45.49,17,271.3,"KTYS,72326013891,KOQT,72427053868,AS828,72090799999,F7749"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-01-31,38.2,36.9,53.34,8.7,263.9,"KTYS,72326013891,KOQT,AS828,AV702,F7749"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-02-01,41.6,40.2,52.36,7,320.2,"KTYS,72326013891,KOQT,AS828,F7749"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-02-02,45.1,43.5,69.1,9.9,99.9,"KTYS,72326013891,KOQT,KMOR,AS828,CCKT1"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-02-03,50.2,49.6,97.81,5.4,57.5,"KTYS,KOQT,KMOR,AS828,CCKT1"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-02-04,38.2,33.8,91.08,12.1,29.9,"KTYS,KOQT,KMOR,AS828,F7749"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-02-05,30,25.5,59.78,9.9,173.5,"KTYS,KOQT,KMOR,AS828,AV702,F7749"
KNOXVILLE,"1701 Louisville Drive Suite 104 105 KNOXVILLE,TN 37921",2022-02-06,33.8,32.9,65.65,5.2,176.1,"KTYS,KOQT,KMOR,AV702,F7749"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-01-30,31.8,24.7,61.38,17.7,152.9,"MBGM7,KSTL,72434503966,72434013994,E8100,72434753904"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-01-31,37.9,32.4,58.28,17.9,143.4,"MBGM7,KSTL,72434013994,E8100,72434753904"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-02-01,47.4,43.9,74,16.3,84.6,"MBGM7,KSTL,72434013994,E8100,72434753904"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-02-02,23,10.7,89.47,17.2,43.6,"MBGM7,KSTL,KSET,KSUS,72434013994,E8100,72434753904"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-02-03,17.5,3.9,85.46,16.3,30.8,"MBGM7,KSTL,KSET,KSUS,E8100"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-02-04,18.7,8.9,72.29,13,118.7,"MBGM7,E5015,KSTL,KSET,KSUS,E8100"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-02-05,18.1,9.1,65.81,13.8,182.9,"MBGM7,KSTL,KSET,KSUS,E8100"
EARTH CITY,"13501 Shoreline Drive EARTH CITY,MO 63045",2022-02-06,29.7,24.5,71.49,10.5,180.2,"MBGM7,KSTL,KSET,KSUS,E8100"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-01-30,53.3,53.1,63.97,9.5,166.3,"KHOU,72059400188,72242712975,KLVJ,72244012918,AT862"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-01-31,58.4,58.4,87,16.1,37.7,"KHOU,72242712975,KLVJ,AT862"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-02-01,61.8,61.8,87.18,13.1,148.6,"KHOU,72242712975,KLVJ,AT862"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-02-02,61.8,61.8,95.58,10.1,125.4,"KHOU,72242712975,KAXH,KLVJ,F1563,AT862"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-02-03,40.3,32.4,86.89,18.9,54.5,"KHOU,KGLS,KAXH,KLVJ,AT862"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-02-04,31.5,21,72.96,18.2,124.9,"KHOU,KAXH,KLVJ,AT862"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-02-05,38.5,34.6,58.13,12.4,145.7,"KHOU,F7313,KAXH,KLVJ,AT862"
WEBSTER,"16933 North Texas Avenue WEBSTER,TX 77598",2022-02-06,44.5,44.1,69.7,8.4,146.8,"KHOU,F7313,KAXH,KLVJ,AT862"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-01-30,17.2,8.9,74.89,12.8,95.7,"KLNN,AV662,KBKL,72524504853,72524499999"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-01-31,20.5,15.1,75.6,10.3,181.5,"KLNN,AV662,KBKL,72524504853"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-02-01,37.3,28.8,48.07,22.6,187.2,"KLNN,AV662,KBKL,72524504853"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-02-02,40.7,33.2,67.46,18.4,39,"KLNN,KCLE,D7394,AV662,72524014820,KBKL,72524504853"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-02-03,26.3,11.7,86.48,28.6,31.8,"KLNN,KCLE,D7394,AV662,KBKL"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-02-04,20.8,8.2,79.42,24.1,73.9,"KLNN,KCLE,AV662,KBKL"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-02-05,16.9,9.1,74.83,10.1,191.7,"KLNN,KCLE,AV662,KBKL"
BEACHWOOD,"23980 Mercantile Road BEACHWOOD,OH 44122",2022-02-06,26.1,14.6,59.68,18.7,205.6,"KLNN,KCLE,AV662,KBKL"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-01-30,30.2,26.6,39.18,11.3,283.2,"KLHZ,72214103731,F6611,72213103713,1327W,KRDU,72306013722"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-01-31,35.8,34.4,51.38,7.6,331.3,"KLHZ,1327W,KRDU,72306013722,0425W"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-02-01,37.5,34.3,67.79,7.9,355.2,"KLHZ,1327W,KRDU,72306013722"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-02-02,43.4,42.7,68.12,6.5,370.6,"KLHZ,KJNX,1327W,KRDU,72306013722"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-02-03,58,57.9,80.02,17.5,135.9,"KLHZ,KJNX,1327W,KRDU"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-02-04,63.6,63.4,85.16,21.3,101.5,"KLHZ,1328W,KJNX,1327W,KRDU"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-02-05,38.1,33.7,49.69,12.7,352.6,"KLHZ,KJNX,1327W,KRDU,F9161"
RALEIGH,"2409 Alwin Ct RALEIGH,NC 27604",2022-02-06,32.4,27.2,56.22,10.6,361.6,"KLHZ,F6611,KJNX,1327W,KRDU"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-01-30,40.5,38,80.45,15.2,93.2,"72695994281,72698024229,KUAO,72698694261,E4932"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-01-31,40.4,36.5,79.39,9.4,164.9,"KHIO,F9005,72695994281,KUAO,72698694261,E4932"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-02-01,38.3,36.5,85.24,7.5,142.7,"KHIO,D6016,72695994281,KUAO,72698694261,E4932"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-02-02,41.3,39.3,92.05,7.8,45.9,"KHIO,72695994281,KPDX,KUAO,72698694261,E4932"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-02-03,43.6,42.6,85.58,6.1,131.4,"KHIO,KPDX,KUAO,E4932"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-02-04,40.5,38.6,90.01,7.5,69.8,"KHIO,F9005,KPDX,KUAO,E4932"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-02-05,44,43.6,83.13,6.8,140.5,"KHIO,KPDX,KUAO,E4932"
PORTLAND,"14010 SW 72nd Avenue PORTLAND,OR 97224",2022-02-06,38.4,38.2,86.59,3.4,183.7,"KHIO,KPDX,KUAO,E4932"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-01-30,22.5,16.3,63.13,10.4,150.1,"72640014839,F6268,72641304875,KETB,KMKE"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-01-31,25.5,19.6,69.51,15.9,166.5,"72640014839,F6268,72641304875,KETB,KMWC,KMKE"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-02-01,37.4,29.5,61.05,15.7,166.5,"72640014839,F6268,KETB,KMKE"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-02-02,17.9,4.9,53.8,14,97.6,"72640014839,F6268,KRAC,KETB,KMWC,KMKE"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-02-03,13.8,-0.4,57.55,16.4,124.5,"F6268,KRAC,KETB,KMWC,AP732,KMKE"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-02-04,14.7,5.2,67.2,13.8,120.8,"F6268,KRAC,KETB,KMWC,KMKE"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-02-05,12.9,2,60.51,16,103.2,"F6268,KRAC,KETB,KMWC,KMKE"
MILWAUKEE,"11725 W Bradley Road MILWAUKEE,WI 53218",2022-02-06,29.3,20.4,60.82,14.7,161.3,"F6268,KRAC,KETB,KMWC,AP732,KMKE"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-01-30,53.8,53.6,45.34,15,45.6,"KATT,AU165,KAUS,KEDC,72254013904,72254413958"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-01-31,55.4,55.4,87.31,12,6.7,"KATT,AU165,KEDC,72254413958"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-02-01,57.6,57.6,85.03,5,11,"KATT,AU165,KAUS,KEDC,72254013904,72254413958"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-02-02,50,47.7,88.88,16.9,5,"KATT,AU165,KAUS,KEDC,72254413958"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-02-03,29.3,19.7,85.22,15.2,82.8,"KATT,AU165,KAUS,KEDC"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-02-04,29,20.3,71.75,16.1,179.9,"KATT,AU165,KAUS,KEDC"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-02-05,36.4,33.8,57.63,6.3,104.1,"KATT,AU165,KAUS,KEDC"
AUSTIN,"2315 Rutland Drive Suite 104 AUSTIN,TX 78758",2022-02-06,42,41.4,56.73,6.2,78.6,"KATT,AU165,KAUS,KEDC"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-01-30,17.7,14.5,67.66,6.3,46.5,"MICMC,72537094847,72537614853,72637594817,F7967,KPTK"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-01-31,18.3,14.1,71.5,9.5,103.7,"MICMC,72537614853,72637594817,F7967,KPTK"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-02-01,34.3,27.3,64.94,15,78.3,"MICMC,72537614853,72637594817,F7967,KPTK"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-02-02,32.7,25.8,87.61,17,18.5,"MICMC,72537614853,72637594817,KYIP,F7967,KPTK,KDTW"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-02-03,19.5,6,75.35,17.5,37.1,"MICMC,KYIP,F7967,KPTK,KDTW"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-02-04,13.7,3.4,70.69,12.8,95.2,"MICMC,KYIP,F7967,KPTK,KDTW"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-02-05,13.8,8,77.91,10.3,71.2,"MICMC,KYIP,F7967,KPTK,KDTW"
WIXOM,"48168 West Road WIXOM,MI 48393",2022-02-06,21,9.6,68.97,15.2,120.3,"MICMC,KYIP,F7967,KPTK,KDTW"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-01-30,45.7,42.9,32.88,10,320.9,"72354013919,72353013967,FTRO2,KPWA,E7272,KOKC,72354403954"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-01-31,50.7,48.4,44.73,17,307.3,"72353013967,FTRO2,KPWA,E7272,KOKC"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-02-01,54.4,53.1,76.2,19.9,125.9,"72353013967,D8343,KPWA,E7272,KOKC"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-02-02,25.8,11.7,87.55,25.3,47.5,"72353013967,KTIK,KPWA,E7272,KOKC"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-02-03,14.8,-2.6,81.41,23,123.1,"FTRO2,KTIK,KPWA,E7272,KOKC"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-02-04,20.8,10.5,67.29,18.8,373,"KTIK,KPWA,E7272,KOKC"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-02-05,28.7,19.9,64.78,20.9,345.5,"KTIK,AV216,KPWA,E7272,KOKC"
OKLAHOMA CITY,"3532 SW 2nd Street Suite A OKLAHOMA CITY,OK 73108",2022-02-06,35.9,28.7,64.96,17.2,337.2,"KTIK,AV216,KPWA,E7272,KOKC"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-01-30,18.2,14.7,72.93,4.8,69,"MICMC,72537094847,F6055,72537614853,KYIP,72537354819,KDTW,0499W"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-01-31,18.6,14.9,76.36,8.1,123.9,"MICMC,72537094847,F6055,KYIP,KDTW"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-02-01,33.7,27.5,67.46,16.9,109.8,"72537094847,MICMC,F6055,KYIP,KDTW"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-02-02,33.6,27.5,88.06,19.4,15.2,"MICMC,72537094847,KONZ,F6055,KYIP,KDTW"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-02-03,20.8,7.6,77.68,20.4,23.9,"MICMC,KONZ,F6055,KYIP,KDTW"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-02-04,15.6,5.3,69.98,11.2,54,"MICMC,KONZ,F6055,KYIP,KDTW"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-02-05,15.1,8.3,79.18,11.3,64.1,"MICMC,KONZ,F6055,KYIP,KDTW"
ROMULUS,"11700 Metro  Airport Center Suite 111 ROMULUS,MI 48174",2022-02-06,20.4,8.4,70.38,19.1,109.9,"MICMC,KONZ,F6055,KYIP,KDTW"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-01-30,27.8,24.5,73.87,7.5,284.3,"QHW,72572024127,A0002804116,72057299999,F6180,KSLC,UCC50"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-01-31,31.6,25.4,66.57,20.7,277.3,"QHW,72572024127,A0002804116,72057299999,F6180,KSLC,UCC50"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-02-01,26.3,19.4,60.66,16.1,289.4,"QHW,72572024127,A0002804116,F6180,KSLC,UCC50"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-02-02,22.7,15.7,70.35,14.7,318.8,"QHW,KOGD,72572024127,KHIF,A0002804116,F6180,KSLC,UCC50"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-02-03,21.3,15.9,61.72,10.2,283.3,"QHW,KOGD,KHIF,F6180,KSLC,UCC50"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-02-04,25.1,20.4,65.61,10.3,306.2,"QHW,KOGD,KHIF,F6180,KSLC,UCC50"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-02-05,30.2,25.8,61.38,9.1,308.3,"QHW,KOGD,KPVU,KHIF,F6180,KSLC,UCC50"
WEST VALLEY CITY,"2495 So 900 West WEST VALLEY CITY,UT 84119",2022-02-06,30.4,26.8,68.28,11,312.3,"QHW,KOGD,KPVU,KHIF,F6180,KSLC,UCC50"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-01-30,19.2,6.2,45.23,22.7,191.4,"72503794745,E5534,0826W,F8740,KLGA,KHPN,F6107,72503014732"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-01-31,24,17.1,47.75,8.1,153.9,"72503794745,E5534,0826W,F7223,KLGA,72503014732"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-02-01,29.1,22.4,55.97,13.1,167.6,"72503794745,E5534,F7223,KLGA,72503014732"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-02-02,37.3,34.6,79.32,6.9,136.2,"72503794745,E5534,0826W,F7223,KLGA,KHPN,KNYC,72503014732"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-02-03,43.4,41.5,91.41,6.6,44.6,"E5534,F7223,KLGA,KHPN,F6107,KNYC"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-02-04,38,31.4,85.47,15.4,27.2,"E5534,0826W,KLGA,KHPN,C2073,KNYC"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-02-05,24,11.7,61.66,18.9,163.6,"E5534,0826W,KLGA,KHPN,F6107,KNYC"
NEW ROCHELLE,"607 Main Street NEW ROCHELLE,NY 10801",2022-02-06,22.6,15.3,56.45,11.4,172.8,"E5534,F7223,KLGA,KHPN,F6107,KNYC"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-01-30,44.4,42.6,41.88,13.7,319.1,"E3156,72228013876,72050799999,72230053864,KEET"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-01-31,48.7,48.7,51.26,5.1,334.4,"E3156,72050799999,72230053864,KEET"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-02-01,53.1,52.5,47.85,13.9,323,"E3156,72228013876,72050799999,72230053864,KEET,KSCD"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-02-02,56.3,56.3,72.98,16.8,62.3,"E3156,72228013876,72230053864,KEET,KSCD,OKMA1,KBHM"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-02-03,60.5,60.2,90.31,16.8,44.7,"E3156,AU204,KEET,KSCD,F9064,TT404,KBHM"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-02-04,37.7,31.2,85.92,12.9,43.4,"E3156,AU204,KEET,KSCD,OKMA1,KBHM"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-02-05,35.4,30.8,57.8,9.4,376.7,"E3156,KEET,KSCD,KBHM"
PELHAM,"224 Commerce Parkway PELHAM,AL 35124",2022-02-06,40.8,39.8,57.68,5.8,375.3,"E3156,KEET,KSCD,KBHM"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-01-30,7.7,4,62.67,6.9,236.4,"KSYR,72519014771,72514654773,AS511,72519664775,0534W"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-01-31,19.1,14.5,54.25,5.8,257.1,"KSYR,72519014771,72514654773,AS511,0534W"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-02-01,25.4,15.9,49.92,18.3,249,"KSYR,72519014771,E5907,72514654773,0534W"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-02-02,38.3,32,56.5,17,211.1,"KSYR,72519014771,72514654773,KFZY,KRME,0534W"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-02-03,31.6,24.3,83.87,12.8,54.4,"KSYR,KFZY,KRME,0534W"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-02-04,17.2,6.4,76.27,12.8,89.2,"KSYR,KFZY,F3743,KRME,0534W"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-02-05,12.3,3.4,65.73,18.3,190.9,"KSYR,KFZY,AS511,KRME,0534W"
SYRACUSE,"6361 Thompson Road SYRACUSE,NY 13206",2022-02-06,16.6,7.2,57.34,18,232.7,"KSYR,KFZY,KRME,0534W,SBFN6"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-01-30,46.6,44.5,34.22,12,377.8,"POPF1,72205312841,72205712854,72205012815,KORL,1342W"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-01-31,54.1,53.9,52.98,8.8,340,"POPF1,72205312841,72205012815,KORL,1342W"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-02-01,58.8,58.8,63.37,15.7,325,"POPF1,72205312841,72205012815,KORL,1342W"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-02-02,65.9,66,64.43,19.3,350.6,"POPF1,72205312841,KSFB,72205012815,KORL,KMCO,1342W"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-02-03,71.2,71.2,69.13,16.9,343.3,"POPF1,KSFB,KORL,KMCO,1342W"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-02-04,73.9,74.2,73.18,13.9,348.3,"POPF1,KSFB,KORL,KMCO,1342W"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-02-05,62.5,62.5,79.66,15.3,116.7,"KSFB,KORL,KMCO,1342W"
ORLANDO,"4426 North Orange Blossom Trail ORLANDO,FL 32804",2022-02-06,60,60.1,86.89,10.6,133.1,"POPF1,KSFB,KORL,KMCO,1342W"
ROCHESTER,"3450 Winton Place ROCHESTER,NY 14623",2022-01-30,9.7,-0.1,61.9,9.2,177.9,"72529014768,KGVQ,AT880,72519454778,AP064,ABMN6,KROC,GVAN6,72498894704"
ROCHESTER,"3450 Winton Place ROCHESTER,NY 14623",2022-01-31,18.3,10.2,59.7,12.7,190.5,"72529014768,KGVQ,AT880,AP064,ABMN6,KROC,GVAN6"
ROCHESTER,"3450 Winton Place ROCHESTER,NY 14623",2022-02-01,24.3,17.3,58.54,19.6,173.6,"72529014768,KGVQ,AT880,AP064,ABMN6,KROC,GVAN6"
ROCHESTER,"3450 Winton Place ROCHESTER,NY 14623",2022-02-02,38.1,30.7,58.67,24,109.4,"72529014768,KGVQ,AT880,E7794,KROC,GVAN6,KDSV"
ROCHESTER,"3450 Winton Place ROCHESTER,NY 14623",2022-02-03,27.7,17.6,91,19.1,15.3,"KGVQ,AT880,E7794,KROC,GVAN6,KDSV"
